genre,season,capacity,ticket_price,marketing_spend,run_length_weeks,cast_popularity,is_musical,has_celebrity,prior_show_avg_rating,tickets_sold,total_revenue,sold_out
Thriller,Spring,1218,205.65,96248.7,10,4.43,0,0,3.63,36706,7548588.9,0
Thriller,Summer,826,186.48,325186.77,23,7.38,0,0,3.11,111679,20825899.92,0
Musical,Winter,445,174.18,341782.59,9,2.54,1,1,7.03,31719,5524815.42,1
Comedy,Spring,1350,184.16,253057.62,6,5.47,0,1,6.16,59416,10942050.56,1
Family,Winter,1855,191.41,273304.62,9,9.63,0,1,3.26,132224,25308995.84,1
Thriller,Fall,1136,187.98,160953.8,29,5.79,0,0,4.34,182659,34336238.82,0
Musical,Spring,977,191.05,160094.73,31,3.13,1,0,3.1,135220,25833781.0,0
Musical,Summer,432,41.65,373832.94,27,9.42,1,1,3.13,92378,3847543.7,1
Thriller,Spring,1900,39.24,70207.03,10,3.2,0,0,4.31,98101,3849483.24,0
Tragedy,Winter,1764,106.25,386894.14,25,7.76,0,1,9.32,349272,37110150.0,1
Experimental,Fall,1823,143.71,329231.52,8,1.99,0,0,8.51,51481,7398334.51,0
Tragedy,Summer,846,196.59,442814.97,5,8.67,0,0,5.61,25455,5004198.45,0
Experimental,Summer,1325,100.31,133771.62,9,2.63,0,0,5.3,38560,3867953.6,0
Drama,Fall,978,86.9,255558.63,6,4.55,0,1,1.28,41921,3642934.9,1
Tragedy,Spring,622,200.83,24299.81,21,9.69,0,0,5.16,60925,12235567.75,0
Musical,Summer,570,81.1,456690.75,22,6.21,1,0,6.61,99316,8054527.6,1
Thriller,Spring,890,209.69,339318.77,3,3.38,0,0,8.01,16572,3474982.68,0
Drama,Fall,1196,64.86,313323.25,5,1.01,0,0,4.2,37558,2436011.88,0
Tragedy,Fall,419,105.88,367681.15,16,1.06,0,0,9.27,41714,4416678.32,0
Comedy,Summer,1463,115.24,145742.78,5,3.47,0,0,8.56,37996,4378659.04,0
Drama,Spring,1023,92.39,303910.83,26,5.74,0,1,1.74,183038,16910880.82,0
Musical,Summer,1786,25.76,401456.35,14,5.36,1,0,9.13,198031,5101278.56,1
Tragedy,Winter,701,77.99,49695.75,14,9.3,0,1,3.01,65310,5093526.9,0
Experimental,Spring,292,100.97,479614.36,2,7.88,0,0,9.31,4259,430031.23,1
Drama,Spring,761,95.57,446483.97,23,9.32,0,0,6.68,138623,13248200.11,1
Comedy,Spring,1951,201.75,481694.32,23,5.61,0,1,4.71,355394,71700739.5,1
Drama,Winter,779,35.66,405132.51,24,5.02,0,1,4.93,148072,5280247.52,1
Family,Spring,1466,112.51,150683.99,18,6.09,0,1,6.07,208992,23513689.92,1
Comedy,Fall,1717,33.44,292869.96,10,4.35,0,1,8.59,135986,4547371.84,1
Experimental,Winter,711,234.4,64480.4,4,2.9,0,0,8.53,5733,1343815.2,0
Drama,Fall,1356,202.8,378312.53,11,8.53,0,0,4.73,117952,23920665.6,1
Musical,Summer,568,245.99,81051.63,18,7.12,1,1,8.64,63097,15521231.03,0
Thriller,Spring,851,229.79,434077.85,5,3.93,0,1,5.25,27970,6427226.3,0
Thriller,Spring,732,96.06,124075.69,3,5.02,0,1,4.76,15537,1492484.22,1
Experimental,Spring,1410,180.61,84403.89,8,3.03,0,0,3.19,23233,4196112.13,0
Experimental,Winter,1776,93.97,40097.66,4,6.07,0,1,8.45,36706,3449262.82,0
Experimental,Spring,654,224.85,357125.74,2,4.23,0,1,6.58,5750,1292887.5,0
Thriller,Spring,724,117.42,97170.87,16,8.88,0,0,4.88,77365,9084198.3,0
Comedy,Winter,1677,109.57,102845.57,24,5.76,0,0,6.96,301522,33037765.54,1
Tragedy,Summer,1033,230.67,88999.82,16,4.71,0,0,8.75,56448,13020860.16,0
Musical,Summer,1123,213.27,156368.59,4,7.75,1,1,2.78,29912,6379332.24,0
Tragedy,Fall,1470,242.44,470899.66,12,9.15,0,1,4.53,117200,28413968.0,0
Comedy,Fall,447,39.96,245877.73,3,8.36,0,0,4.42,10620,424375.2,1
Musical,Winter,1769,79.75,134134.58,20,5.45,1,0,1.68,280209,22346667.75,1
Drama,Summer,857,92.69,89343.43,8,4.21,0,0,4.01,33807,3133570.83,0
Tragedy,Fall,1385,120.48,14356.2,13,6.96,0,0,7.86,93947,11318734.56,0
Comedy,Winter,977,131.45,185671.36,29,8.35,0,1,3.28,224397,29496985.65,1
Experimental,Summer,1555,90.58,59480.43,19,9.81,0,1,8.3,136493,12363535.94,0
Tragedy,Summer,1300,202.85,18370.94,24,5.12,0,1,9.6,90143,18285507.55,0
Experimental,Winter,511,75.23,55974.95,12,7.01,0,1,3.02,28615,2152706.45,0
Thriller,Spring,538,181.72,162668.15,29,3.64,0,0,4.69,55631,10109265.32,0
Musical,Spring,1779,216.65,376677.53,23,1.79,1,1,2.18,267828,58024936.2,0
Drama,Fall,1135,160.83,38158.19,17,3.28,0,1,7.23,111078,17864674.74,0
Thriller,Winter,696,104.69,340943.59,19,1.13,0,0,5.34,82093,8594316.17,0
Tragedy,Spring,457,67.28,312168.55,20,5.58,0,1,6.3,61550,4141084.0,0
Comedy,Winter,431,55.23,441585.15,6,4.36,0,0,8.01,20481,1131165.63,1
Tragedy,Winter,1855,192.44,96073.57,9,7.1,0,0,7.99,84456,16252712.64,0
Experimental,Winter,1957,130.55,398162.51,22,6.54,0,1,5.64,266509,34792749.95,0
Comedy,Summer,908,35.42,433108.28,15,2.51,0,0,8.94,107870,3820755.4,1
Musical,Summer,562,246.36,488359.65,25,7.06,1,0,9.39,111276,27413955.36,1
Comedy,Fall,953,176.04,405231.93,17,2.69,0,1,6.68,128311,22587868.44,1
Experimental,Spring,445,214.94,66265.26,3,1.05,0,0,1.35,2357,506613.58,0
Family,Winter,1189,123.59,473828.86,21,9.73,0,1,7.98,197754,24440416.86,1
Family,Fall,1326,239.97,408421.07,20,1.24,0,0,9.03,174131,41786216.07,0
Experimental,Summer,1973,69.89,110100.97,12,4.08,0,1,6.01,88806,6206651.34,0
Musical,Fall,773,66.66,86772.71,25,6.74,1,0,7.3,153054,10202579.64,1
Drama,Fall,556,225.33,468525.0,12,4.33,0,0,4.2,43648,9835203.84,0
Musical,Fall,440,225.64,82070.82,5,4.43,1,1,5.52,14486,3268621.04,0
Musical,Winter,878,137.28,389666.18,5,7.5,1,1,8.18,34768,4772951.04,1
Family,Winter,1282,53.3,205603.33,29,6.42,0,1,8.88,294449,15694131.7,1
Experimental,Winter,319,93.67,363283.61,13,5.67,0,0,2.04,23053,2159374.51,0
Drama,Fall,1566,194.68,50466.43,14,8.98,0,1,1.15,115230,22432976.4,0
Family,Fall,1028,215.35,363903.85,11,1.97,0,1,4.36,75341,16224684.35,0
Tragedy,Summer,1627,103.22,258396.13,24,5.23,0,0,4.52,199789,20622220.58,0
Musical,Spring,1034,38.78,450687.3,20,3.15,1,1,7.96,163785,6351582.3,1
Experimental,Summer,479,174.79,98257.22,28,1.33,0,0,1.08,23243,4062643.97,0
Experimental,Winter,238,191.39,59131.26,28,9.81,0,0,7.88,31184,5968305.76,0
Tragedy,Spring,1202,120.4,102129.05,31,7.61,0,1,5.83,223234,26877373.6,0
Thriller,Fall,1170,156.2,43894.81,11,2.95,0,0,7.28,56420,8812804.0,0
Comedy,Spring,1664,247.16,490174.52,19,4.62,0,0,5.58,204532,50552129.12,0
Family,Summer,1779,80.12,65814.03,12,3.03,0,1,8.12,127562,10220267.44,0
Tragedy,Spring,489,153.92,104421.22,23,7.16,0,0,4.93,54216,8344926.72,0
Experimental,Fall,766,162.47,405794.44,24,4.15,0,0,4.11,81102,13176641.94,0
Musical,Winter,573,148.55,127143.43,9,9.28,1,1,6.73,40843,6067227.65,1
Drama,Winter,392,220.55,115035.2,27,2.87,0,0,5.0,34039,7507301.45,0
Experimental,Fall,204,161.13,337793.34,10,4.15,0,0,3.73,8271,1332706.23,0
Comedy,Spring,348,139.28,202388.79,31,9.39,0,1,9.22,85440,11900083.2,1
Comedy,Fall,1144,52.68,418562.18,27,8.96,0,1,7.51,244632,12887213.76,1
Family,Spring,473,183.22,320943.33,2,3.64,0,0,2.77,5954,1090891.88,0
Drama,Summer,550,54.72,147666.28,13,5.35,0,0,7.66,41549,2273561.28,0
Tragedy,Fall,412,30.98,300972.02,13,8.95,0,1,3.27,42419,1314140.62,1
Comedy,Fall,1503,134.92,433898.5,26,7.04,0,1,4.88,309497,41757335.24,1
Drama,Spring,1344,153.8,185419.07,23,6.74,0,1,2.96,152092,23391749.6,0
Experimental,Winter,1931,249.79,369553.01,3,6.95,0,1,2.02,31195,7792199.05,0
Drama,Summer,400,185.27,210837.33,27,9.29,0,1,4.59,67424,12491644.48,0
Musical,Winter,575,215.93,273821.33,8,5.65,1,1,6.0,36432,7866761.76,1
Thriller,Fall,1020,102.94,368181.51,13,2.64,0,0,3.72,83450,8590343.0,0
Experimental,Fall,1368,139.51,34961.05,7,5.25,0,1,1.68,28233,3938785.83,0
Musical,Fall,434,244.21,230200.01,6,7.56,1,1,3.25,19768,4827543.28,1
Thriller,Winter,581,118.91,52130.69,17,5.43,0,1,3.21,62378,7417367.98,0
Tragedy,Spring,958,206.64,363877.74,4,3.82,0,0,6.32,18464,3815400.96,0
Family,Fall,232,143.35,305864.1,4,7.0,0,0,3.54,7349,1053479.15,1
Musical,Spring,911,75.39,166830.18,25,5.05,1,0,5.8,180378,13598697.42,1
Experimental,Summer,1565,155.59,42759.35,12,9.67,0,0,5.23,68169,10606414.71,0
Thriller,Winter,1147,74.06,463272.22,21,4.17,0,0,3.4,190769,14128352.14,1
Family,Winter,981,25.68,160926.84,31,7.46,0,1,7.67,240855,6185156.4,1
Comedy,Summer,1078,78.08,141311.5,3,6.0,0,1,7.01,22933,1790608.64,1
Experimental,Summer,1904,68.46,54997.46,25,1.7,0,0,7.12,122260,8369919.6,0
Thriller,Fall,1136,108.46,290789.84,5,5.23,0,1,4.9,44538,4830591.48,1
Musical,Summer,1161,224.93,136498.46,24,1.26,1,0,3.85,119557,26891956.01,0
Experimental,Spring,1875,112.27,422212.28,11,8.11,0,0,6.32,127441,14307801.07,0
Family,Summer,483,215.17,342969.56,6,7.61,0,1,9.63,22952,4938581.84,1
Comedy,Summer,372,150.01,6937.88,8,1.45,0,0,4.91,10474,1571204.74,0
Tragedy,Fall,1009,26.71,285008.93,12,5.5,0,0,6.99,87828,2345885.88,1
Comedy,Winter,773,67.47,119758.17,23,9.65,0,1,4.98,140809,9500383.23,1
Tragedy,Fall,565,234.54,12606.72,22,3.56,0,1,9.39,52098,12219064.92,0
Experimental,Summer,415,160.94,311586.75,23,9.14,0,0,3.38,41310,6648431.4,0
Experimental,Fall,1780,234.15,106432.61,2,2.36,0,0,5.13,7807,1828009.05,0
Drama,Winter,1305,94.78,450319.73,31,1.06,0,0,5.44,255883,24252590.74,0
Experimental,Summer,1443,186.23,288823.47,15,5.77,0,1,7.56,109517,20395350.91,0
Tragedy,Summer,412,198.71,108546.63,5,3.15,0,0,7.49,6001,1192458.71,0
Thriller,Spring,814,244.53,489668.08,29,8.91,0,0,7.65,181314,44336712.42,1
Family,Winter,1317,29.09,275488.58,25,7.07,0,1,7.6,260766,7585682.94,1
Tragedy,Winter,1150,239.25,86908.73,4,7.18,0,0,5.23,17294,4137589.5,0
Tragedy,Spring,1450,113.11,261034.87,15,7.06,0,1,2.4,122311,13834597.21,0
Tragedy,Summer,1405,213.55,479877.78,29,7.11,0,0,8.83,258287,55157188.85,0
Experimental,Summer,944,147.56,214984.06,22,7.72,0,1,3.92,98962,14602832.72,0
Comedy,Winter,1609,152.05,215546.03,7,7.03,0,0,1.99,67805,10309750.25,0
Drama,Spring,667,105.86,233257.73,23,8.51,0,0,2.16,98396,10416200.56,0
Comedy,Spring,344,211.41,143651.26,7,6.02,0,0,5.45,12556,2654463.96,0
Drama,Summer,1844,84.4,85082.89,12,4.16,0,1,4.83,116575,9838930.0,0
Comedy,Fall,240,135.75,291569.21,7,5.2,0,0,6.97,13305,1806153.75,1
Musical,Spring,710,151.04,447629.1,22,4.96,1,0,6.51,123710,18685158.4,1
Musical,Fall,406,192.07,369186.22,29,3.99,1,1,1.97,93250,17910527.5,1
Family,Fall,617,131.12,52612.77,3,4.74,0,0,3.67,9971,1307397.52,0
Musical,Winter,910,178.06,203420.24,20,4.46,1,0,9.07,144144,25666280.64,1
Tragedy,Spring,433,134.19,7621.46,9,2.0,0,0,7.9,12376,1660735.44,0
Family,Spring,1040,173.35,157430.49,24,8.47,0,1,8.83,197683,34268348.05,1
Family,Spring,1869,176.68,336341.41,6,7.81,0,1,1.2,88814,15691657.52,1
Tragedy,Winter,445,184.62,148665.97,12,4.04,0,1,9.21,32645,6026919.9,0
Drama,Fall,1867,210.24,421076.37,8,9.51,0,1,8.75,118293,24869920.32,1
Experimental,Fall,940,146.66,241305.19,28,9.54,0,1,5.07,152276,22332798.16,0
Family,Winter,1266,68.49,336238.24,4,8.71,0,1,7.06,40106,2746859.94,1
Thriller,Fall,994,177.92,442513.29,19,1.26,0,0,3.45,97772,17395594.24,0
Musical,Spring,769,42.35,342991.1,5,4.34,1,1,6.93,30452,1289642.2,1
Musical,Fall,396,74.26,449176.47,19,5.12,1,1,8.19,59590,4425153.4,1
Comedy,Fall,1268,203.24,404992.35,25,7.47,0,1,5.35,251064,51026247.36,1
Drama,Spring,1849,122.89,285696.8,24,6.71,0,0,1.25,276764,34011527.96,0
Experimental,Fall,1137,137.06,152130.38,3,7.11,0,0,4.75,15411,2112231.66,0
Drama,Summer,1278,247.16,152580.49,25,7.9,0,1,7.52,145845,36047050.2,0
Drama,Spring,1358,77.91,438288.89,10,9.54,0,1,7.33,107553,8379454.23,1
Experimental,Summer,899,29.4,31672.69,22,5.96,0,0,5.38,73217,2152579.8,0
Family,Summer,417,50.06,471011.24,30,9.14,0,1,9.87,99079,4959894.74,1
Drama,Summer,1112,80.01,166894.6,5,8.33,0,1,2.05,36801,2944448.01,0
Comedy,Summer,1764,188.33,370741.17,12,4.04,0,0,2.42,99369,18714163.77,0
Tragedy,Fall,765,199.56,168364.73,28,8.32,0,1,3.32,121438,24234167.28,0
Thriller,Summer,1768,152.24,476884.19,6,2.06,0,0,8.23,76135,11590792.4,1
Experimental,Summer,1737,82.39,23054.64,9,2.43,0,0,7.87,33001,2718952.39,0
Experimental,Winter,640,142.39,179892.84,18,9.93,0,1,7.95,71395,10165934.05,0
Experimental,Spring,1235,28.37,434393.22,31,4.86,0,1,8.92,255100,7237187.0,0
Musical,Summer,1545,178.41,140657.99,10,5.15,1,0,4.99,71572,12769160.52,0
Drama,Spring,1090,163.22,141431.64,13,9.56,0,1,3.87,103475,16889189.5,1
Tragedy,Winter,1458,29.9,449882.15,25,4.26,0,1,6.4,288684,8631651.6,1
Musical,Spring,1839,208.83,416138.22,5,3.13,1,1,4.69,72824,15207835.92,1
Comedy,Winter,1329,196.77,57356.74,11,1.7,0,0,5.71,58809,11571846.93,0
Drama,Spring,1708,94.35,292189.06,11,5.7,0,0,2.26,110400,10416240.0,0
Experimental,Summer,1641,167.96,115580.62,14,2.8,0,0,4.57,60065,10088517.4,0
Musical,Fall,1663,160.34,111493.44,19,1.58,1,1,5.25,212606,34089246.04,0
Drama,Winter,1734,57.22,309624.97,8,8.32,0,1,1.79,109866,6286532.52,1
Drama,Spring,606,68.48,66313.75,13,3.96,0,0,9.95,51629,3535553.92,0
Drama,Spring,233,178.72,237540.61,29,6.21,0,1,1.34,30988,5538175.36,0
Tragedy,Winter,475,235.05,131631.76,26,1.94,0,0,9.28,51904,12200035.2,0
Comedy,Summer,649,154.66,427691.62,30,5.55,0,0,1.72,135687,20985351.42,0
Experimental,Spring,1442,152.76,279474.65,22,6.69,0,0,8.73,115898,17704578.48,0
Drama,Fall,1117,170.5,111478.87,19,5.05,0,0,5.93,109675,18699587.5,0
Tragedy,Spring,1043,124.13,463600.5,8,4.04,0,0,2.77,38473,4775653.49,0
Thriller,Winter,216,37.19,412333.78,6,3.8,0,0,3.08,10264,381718.16,1
Thriller,Winter,1430,114.21,136319.65,18,1.98,0,0,4.16,134710,15385229.1,0
Family,Winter,855,227.56,480720.2,14,2.04,0,0,8.15,93071,21179236.76,1
Drama,Summer,1569,206.11,137530.76,25,5.46,0,1,2.32,190682,39301467.02,0
Tragedy,Spring,402,233.67,149858.35,2,2.25,0,0,3.18,1923,449347.41,0
Family,Summer,731,59.39,196051.86,28,3.01,0,0,7.23,139418,8280035.02,0
Experimental,Summer,298,138.84,86578.58,7,2.48,0,0,6.53,6622,919398.48,0
Thriller,Winter,712,156.56,345072.99,13,8.22,0,0,4.79,73307,11476943.92,1
Thriller,Fall,1862,72.23,280881.98,12,5.05,0,1,1.54,170670,12327494.1,1
Experimental,Winter,1083,70.22,447758.93,29,5.97,0,1,6.03,218519,15344404.18,0
Thriller,Winter,991,200.96,124233.24,23,6.25,0,0,3.06,111856,22478581.76,0
Experimental,Fall,692,176.17,89264.29,3,4.57,0,1,6.51,9055,1595219.35,0
Musical,Spring,676,170.62,182518.58,27,3.69,1,0,3.47,97059,16560206.58,0
Comedy,Spring,1401,85.07,77323.8,22,4.44,0,1,9.82,235446,20029391.22,1
Musical,Spring,1973,139.02,473344.76,4,5.81,1,1,6.32,62504,8689306.08,1
Musical,Fall,1544,30.19,360136.11,25,4.23,1,0,6.14,305712,9229445.28,1
Tragedy,Spring,1526,54.24,399114.87,3,2.23,0,0,8.53,32575,1766868.0,1
Drama,Winter,1049,141.61,375281.59,14,9.22,0,1,9.94,116313,16471083.93,1
Comedy,Spring,377,94.68,125195.49,6,7.59,0,1,8.01,17915,1696192.2,1
Tragedy,Winter,1502,242.28,74625.04,2,1.6,0,0,6.35,9576,2320073.28,0
Thriller,Fall,1655,131.08,217569.62,18,9.15,0,0,8.77,235936,30926490.88,1
Experimental,Spring,1118,43.8,415364.47,22,2.53,0,1,2.63,133120,5830656.0,0
Family,Spring,364,29.01,168605.09,16,1.88,0,0,7.88,39690,1151406.9,0
Comedy,Summer,1483,188.18,9733.66,12,2.56,0,1,7.12,89072,16761568.96,0
Comedy,Summer,1857,63.59,331730.05,17,9.4,0,1,6.07,250026,15899153.34,1
Family,Summer,604,67.26,104031.22,6,2.99,0,0,8.8,21490,1445417.4,0
Musical,Fall,486,120.36,273703.41,3,8.08,1,0,7.39,11547,1389796.92,1
Tragedy,Spring,1529,84.41,12365.62,6,6.79,0,0,7.45,53902,4549867.82,0
Comedy,Spring,797,163.73,256880.68,3,5.66,0,0,9.19,17632,2886887.36,1
Drama,Fall,1487,134.28,199836.2,25,4.29,0,1,7.29,238550,32032494.0,0
Thriller,Winter,1465,50.08,440803.93,20,1.84,0,1,3.3,232056,11621364.48,1
Comedy,Summer,679,201.57,362297.83,7,7.4,0,1,2.65,34364,6926751.48,1
Drama,Winter,276,120.82,22833.94,19,4.55,0,1,5.62,31183,3767530.06,0
Thriller,Summer,1200,162.44,395813.59,16,5.81,0,0,3.11,120195,19524475.8,0
Drama,Summer,933,25.89,396657.59,5,1.47,0,0,7.3,31926,826564.14,0
Thriller,Spring,1739,165.94,333387.73,31,7.98,0,1,8.58,426959,70849576.46,1
Drama,Summer,844,88.64,465001.88,30,7.23,0,1,3.63,200534,17775333.76,1
Tragedy,Summer,649,136.23,402610.5,24,5.76,0,1,9.22,118826,16187665.98,1
Family,Fall,1748,91.99,113354.84,26,5.47,0,0,7.72,346712,31894036.88,1
Drama,Spring,1524,249.16,193865.21,18,4.03,0,1,9.89,171546,42742401.36,0
Family,Spring,1313,76.94,178212.0,26,4.08,0,1,2.79,244970,18847991.8,1
Family,Summer,1917,230.39,254929.37,17,1.62,0,0,5.15,109942,25329537.38,0
Experimental,Spring,1609,231.54,477088.24,6,7.18,0,1,6.76,45147,10453336.38,0
Drama,Spring,1759,119.73,309721.19,7,1.4,0,0,7.87,73861,8843377.53,0
Family,Fall,1638,93.4,159904.83,27,1.01,0,0,9.21,324972,30352384.8,1
Experimental,Winter,922,110.73,471051.28,15,1.28,0,0,9.02,66787,7395324.51,0
Family,Fall,312,247.6,351634.38,23,2.83,0,1,3.13,41556,10289265.6,0
Drama,Spring,1292,164.23,136709.86,6,6.13,0,1,4.8,47258,7761181.34,0
Family,Winter,1576,147.58,453723.82,15,7.13,0,1,7.46,187228,27631108.24,1
Musical,Fall,1985,33.08,175385.38,4,4.79,1,0,2.19,62884,2080202.72,1
Thriller,Fall,1426,215.76,260524.58,8,4.68,0,0,9.63,65801,14197223.76,0
Tragedy,Spring,1223,43.86,242215.31,5,6.19,0,1,7.72,45331,1988217.66,1
Tragedy,Fall,1236,35.57,462197.28,8,6.37,0,0,8.46,78312,2785557.84,1
Tragedy,Spring,407,86.84,136503.36,20,8.6,0,1,9.17,60160,5224294.4,1
Musical,Fall,213,132.05,169986.84,2,8.37,1,1,2.6,3373,445404.65,1
Tragedy,Spring,281,226.44,331779.29,7,8.41,0,1,4.8,10829,2452118.76,0
Experimental,Winter,1828,202.77,443874.77,22,8.6,0,0,6.87,241560,48981121.2,0
Tragedy,Spring,1622,69.47,61867.62,6,8.92,0,0,8.4,61587,4278448.89,0
Drama,Fall,668,108.72,108892.34,18,6.0,0,1,7.64,79625,8656830.0,0
Experimental,Spring,962,200.55,474277.07,28,6.36,0,0,2.09,113415,22745378.25,0
Musical,Fall,1070,143.6,389762.07,25,7.55,1,1,6.81,211860,30423096.0,1
Tragedy,Summer,644,64.26,176304.53,5,2.79,0,1,3.65,14758,948349.08,0
Tragedy,Winter,960,114.11,182029.23,6,4.24,0,1,4.66,27352,3121136.72,0
Tragedy,Fall,825,165.84,237419.27,23,9.21,0,1,9.95,137212,22755238.08,1
Experimental,Summer,1450,243.98,338530.75,12,5.7,0,1,2.41,54747,13357173.06,0
Comedy,Spring,1563,173.91,282715.35,14,1.47,0,0,1.94,103958,18079335.78,0
Experimental,Fall,377,28.64,389179.38,16,4.65,0,1,4.68,44920,1286508.8,1
Musical,Summer,1037,183.63,31812.56,19,2.45,1,0,8.78,91113,16731080.19,0
Family,Spring,1984,81.44,410425.17,15,4.21,0,1,2.46,235699,19195326.56,1
Thriller,Fall,1763,218.99,33735.42,2,5.9,0,1,1.72,14932,3269958.68,0
Drama,Spring,1628,111.38,441082.09,4,5.55,0,1,4.77,51575,5744423.5,1
Drama,Spring,1522,69.91,26410.95,2,5.41,0,1,6.69,20839,1456854.49,0
Family,Spring,207,130.29,68277.05,9,1.17,0,0,2.39,7917,1031505.93,0
Thriller,Summer,1953,82.42,94191.26,26,5.01,0,1,8.24,369888,30486168.96,1
Thriller,Spring,1523,78.06,115410.14,31,1.26,0,0,8.61,271301,21177756.06,0
Musical,Spring,1799,153.98,203872.23,16,4.64,1,0,5.7,203308,31305365.84,1
Thriller,Summer,1836,197.65,329463.59,2,6.82,0,0,1.27,21707,4290388.55,0
Experimental,Spring,658,212.86,446838.67,4,2.13,0,1,5.64,10725,2282923.5,0
Musical,Spring,224,114.48,264628.89,26,9.25,1,1,2.93,46126,5280504.48,1
Tragedy,Summer,1386,40.03,268582.42,12,6.67,0,0,5.01,95070,3805652.1,0
Tragedy,Spring,1026,133.89,163056.02,28,2.96,0,0,7.84,97351,13034325.39,0
Experimental,Winter,236,122.6,401336.81,17,4.55,0,0,1.49,20896,2561849.6,0
Drama,Summer,687,69.32,59690.68,28,1.87,0,0,1.0,69578,4823146.96,0
Tragedy,Winter,1983,226.63,154046.07,6,1.2,0,0,2.2,12629,2862110.27,0
Family,Winter,854,244.18,53005.8,27,9.24,0,1,1.41,155869,38060092.42,0
Musical,Winter,669,36.64,111019.51,18,7.08,1,1,3.34,95372,3494430.08,1
Family,Fall,1378,204.04,295365.97,15,8.02,0,1,4.64,163706,33402572.24,1
Family,Summer,1396,170.29,67350.39,17,6.6,0,0,8.02,140962,24004418.98,0
Family,Fall,797,83.82,54805.81,11,9.16,0,1,1.27,67817,5684420.94,1
Thriller,Spring,1728,167.91,413825.85,20,9.06,0,0,4.16,273715,45959485.65,1
Family,Winter,1244,53.94,63558.07,25,1.52,0,0,9.36,209424,11296330.56,0
Family,Summer,488,40.62,305986.41,26,2.71,0,0,6.19,87865,3569076.3,0
Experimental,Spring,784,248.54,179245.54,31,4.56,0,0,8.44,86614,21527043.56,0
Comedy,Spring,1726,168.18,448701.73,14,4.07,0,0,5.35,186676,31395169.68,1
Tragedy,Spring,360,81.98,355237.27,25,5.73,0,0,1.88,57872,4744346.56,0
Thriller,Spring,222,126.26,34417.96,28,3.4,0,0,2.68,22510,2842112.6,0
Drama,Fall,1381,238.77,448256.71,2,8.18,0,1,7.82,21875,5223093.75,1
Family,Spring,995,123.71,209879.95,16,1.07,0,0,8.78,105941,13105961.11,0
Family,Winter,655,227.6,152622.59,23,8.12,0,0,5.21,97294,22144114.4,0
Thriller,Summer,1049,220.48,338027.1,15,4.54,0,0,5.43,77726,17137028.48,0
Comedy,Fall,530,102.44,360397.09,5,1.05,0,1,5.05,20988,2150010.72,1
Comedy,Summer,873,181.6,155109.13,21,8.62,0,1,1.17,112036,20345737.6,0
Tragedy,Spring,621,173.61,179069.99,14,5.02,0,1,1.86,35505,6164023.05,0
Thriller,Spring,1255,198.52,82383.6,20,7.52,0,1,9.93,158029,31371917.08,0
Family,Fall,1412,107.33,298754.56,2,8.91,0,1,1.38,22366,2400542.78,1
Thriller,Fall,1846,36.75,478669.98,2,1.31,0,0,4.14,28464,1046052.0,1
Experimental,Summer,321,63.48,211229.11,20,3.36,0,0,7.22,27313,1733829.24,0
Experimental,Summer,788,163.72,498122.06,31,2.07,0,0,4.82,98462,16120198.64,0
Thriller,Winter,675,199.4,92325.23,21,1.88,0,0,9.84,73733,14702360.2,0
Comedy,Winter,1242,195.11,399069.23,30,9.51,0,0,1.29,295099,57576765.89,1
Thriller,Summer,1159,156.33,464413.59,27,8.25,0,1,8.87,247840,38744827.2,1
Comedy,Spring,1779,44.07,345586.9,10,4.28,0,0,2.21,130146,5735534.22,1
Thriller,Summer,1854,28.89,59116.51,5,7.19,0,0,2.84,52189,1507740.21,0
Family,Fall,1591,200.98,166637.97,18,9.28,0,1,5.75,226812,45584675.76,1
Comedy,Fall,558,148.61,47404.58,20,2.99,0,1,8.84,67798,10075460.78,0
Tragedy,Spring,273,201.11,302865.32,25,1.13,0,0,4.73,24726,4972645.86,0
Musical,Spring,1818,61.63,499083.66,17,8.42,1,1,3.64,244775,15085483.25,1
Family,Summer,1897,116.67,190503.53,29,7.5,0,1,4.62,423571,49418028.57,1
Tragedy,Winter,650,231.81,85657.8,27,2.44,0,0,1.85,24728,5732197.68,0
Tragedy,Spring,283,63.61,137976.9,19,5.41,0,0,8.54,29912,1902702.32,0
Tragedy,Summer,1425,38.84,287546.97,18,2.44,0,0,9.24,124849,4849135.16,0
Drama,Spring,1259,172.03,286636.08,2,6.42,0,1,7.08,19942,3430622.26,1
Thriller,Spring,1799,158.77,118761.31,25,6.83,0,1,5.0,291806,46330038.62,0
Family,Fall,1235,239.21,376598.85,22,3.49,0,0,6.53,171372,40993896.12,0
Comedy,Summer,1568,228.96,48566.08,28,8.03,0,0,5.97,200482,45902358.72,0
Musical,Summer,1615,193.62,313404.94,4,5.26,1,0,1.46,34365,6653751.3,0
Comedy,Winter,217,29.31,215720.98,6,7.36,0,1,4.55,10311,302215.41,1
Drama,Spring,467,133.09,67951.63,22,6.76,0,1,6.91,75500,10048295.0,1
Comedy,Spring,1604,226.62,319020.45,16,5.06,0,1,8.63,182196,41289257.52,1
Thriller,Winter,522,122.57,338159.46,19,3.63,0,0,4.23,73411,8997986.27,1
Musical,Fall,571,241.48,222810.05,15,2.84,1,0,8.37,50937,12300266.76,0
Family,Spring,1553,171.81,400006.45,21,7.71,0,1,7.81,258294,44377492.14,1
